image,individual_id,viewpoint,species,klass,fold,klass_label,species_label,viewpoint_label
b040af4364c5f7.jpg,83d5f5eace10,,fin_whale,whale,4,1,9,
86560d87cff31d.jpg,2e0b381d3467,,minke_whale,whale,3,1,16,
79232a978408bc.jpg,562f162b70d3,,bottlenose_dolphin,dolphin,1,0,2,
c23421c3de0c1c.jpg,7ca409a5c15b,,false_killer_whale,whale,2,1,8,
bfdb66e75531f3.jpg,0b2973489685,,bottlenose_dolphin,dolphin,0,0,2,
30ae604003e68a.jpg,7fb108783852,,humpback_whale,whale,3,1,12,
75fc5e18606228.jpg,7bdb3916fac0,,humpback_whale,whale,0,1,12,
1d4d9dfcc4b153.jpg,ca69a5d7c122,,humpback_whale,whale,0,1,12,
044b25775bf4f9.jpg,bc1eb2241633,,bottlenose_dolphin,dolphin,4,0,2,
dfc61425e8eac7.jpg,ac304f087918,,spotted_dolphin,dolphin,3,0,24,
858ac1b548adca.jpg,1a818ec2ac9e,,bottlenose_dolphin,dolphin,4,0,2,
ac74549273102b.jpg,0565533a8460,,blue_whale,whale,3,1,1,
7be580d0845399.jpg,f65395cdfcc2,,gray_whale,whale,1,1,11,
34775dd521ea95.jpg,e40e0cca882a,,humpback_whale,whale,3,1,12,
36b53bd85bbb43.jpg,3bf10e5e400c,,killer_whale,whale,0,1,13,
2a52a1411b1af6.jpg,a5d3275517a7,,killer_whale,whale,2,1,13,
ef8a7d900361cb.jpg,9f3613b5c45b,,bottlenose_dolphin,dolphin,2,0,2,
2da319b191107d.jpg,281504409737,,bottlenose_dolphin,dolphin,0,0,2,
8e4eab41c28a94.jpg,6c62717fc520,,humpback_whale,whale,3,1,12,
d6aff78725b8f4.jpg,bf52a44f61e4,,killer_whale,whale,4,1,13,
f7d3a76c6b857e.jpg,7b02d82f1933,,blue_whale,whale,1,1,1,
0c3eb89c81f423.jpg,5dc6032fca87,,beluga_whale,whale,2,1,0,
a83a19a067f394.jpg,19fbb960f07d,,minke_whale,whale,3,1,16,
a82f5a5e2229e0.jpg,814534a2dde7,,killer_whale,whale,1,1,13,
39f6d7924e8440.jpg,36bca84bb196,,short_finned_pilot_whale,whale,1,1,21,
732cf3678a0d05.jpg,b2a4a87ffb86,,humpback_whale,whale,2,1,12,
ca484fe7a1fb81.jpg,88dd521d1b2e,,humpback_whale,whale,0,1,12,
b9c0868fb86887.jpg,814597f508b8,,false_killer_whale,whale,0,1,8,
1c911ed801ada8.jpg,921146d893cf,,beluga_whale,whale,4,1,0,
ffe6940bd23980.jpg,a8a663f9f7f0,,southern_right_whale,whale,3,1,22,
0d13e734db1c0a.jpg,74df2b5f7006,,blue_whale,whale,1,1,1,
09d17cb8e6d594.jpg,741ae35c4f37,,southern_right_whale,whale,4,1,22,
72ce68e8566a7a.jpg,ec2cb0e78ae0,,false_killer_whale,whale,3,1,8,
5df3a1b48b78ee.jpg,4817a881787b,,blue_whale,whale,1,1,1,
45f7b6506af712.jpg,65115a5e60a4,,bottlenose_dolphin,dolphin,2,0,2,
df43f95ff26463.jpg,4635f2b3966c,,beluga_whale,whale,2,1,0,
6c474ea87bce0d.jpg,cb996e04a402,,southern_right_whale,whale,0,1,22,
6830ba1f4e42a9.jpg,14d3bcfaf574,,humpback_whale,whale,3,1,12,
752d3c33e328bf.jpg,016a7e44eaeb,,bottlenose_dolphin,dolphin,2,0,2,
46f194bc1db36a.jpg,f0aa1422b26f,,false_killer_whale,whale,0,1,8,
6f5c9301486fd0.jpg,b09a5778e381,,beluga_whale,whale,4,1,0,
6d03f21225b74a.jpg,7593d2aee842,,beluga_whale,whale,0,1,0,
868c308fd5ab5e.jpg,07a477b6a091,,false_killer_whale,whale,3,1,8,
3c3af5cc0e8e91.jpg,8bc942512479,,bottlenose_dolphin,dolphin,3,0,2,
f9e117b514405e.jpg,5c0522f4eb76,,bottlenose_dolphin,dolphin,2,0,2,
656aa6e9ec80bc.jpg,505aa68bbe67,,blue_whale,whale,2,1,1,
4d086bd909b2dd.jpg,2a23db651d05,,white_sided_dolphin,dolphin,1,0,25,
3982f7275f113f.jpg,330916ac6f24,,beluga_whale,whale,4,1,0,
bf7df286dd821b.jpg,60008f293a2b,,false_killer_whale,whale,3,1,8,
6c6f60150ceccc.jpg,91970ecd7d55,,beluga_whale,whale,0,1,0,
e588e9aa56c54a.jpg,362c610747ab,,dusky_dolphin,dolphin,1,0,7,
b21d446eff8e61.jpg,e875783a423b,,killer_whale,whale,1,1,13,
c216a02d3b7bc2.jpg,778419da2957,,bottlenose_dolphin,dolphin,0,0,2,
6b2adf3e4597ca.jpg,fc935e1fc7ca,,humpback_whale,whale,3,1,12,
2407b6867d1211.jpg,b5e1ee74f22b,,false_killer_whale,whale,4,1,8,
f668b9c07e0427.jpg,545cd0fd7413,,short_finned_pilot_whale,whale,3,1,21,
d016928b885d76.jpg,ce255fbd7d83,,blue_whale,whale,1,1,1,
ff5fd96cf194f4.jpg,dd8c756c9cb7,,minke_whale,whale,2,1,16,
8edae684da604f.jpg,59abcc1b41ec,,beluga_whale,whale,4,1,0,
9289a3b01e9957.jpg,37c7aba965a5,,minke_whale,whale,3,1,16,
b622f303c84918.jpg,837712d84254,,beluga_whale,whale,3,1,0,
ffb169348f1639.jpg,956562ff2888,,bottlenose_dolphin,dolphin,2,0,2,
5ec01a5bfe2225.jpg,250c3fdb9da6,,false_killer_whale,whale,0,1,8,
5716827827047a.jpg,16c95e4c6d13,,melon_headed_whale,whale,3,1,15,
2704dd007f0d9e.jpg,fa633c922517,,bottlenose_dolphin,dolphin,3,0,2,
9f2143e61479a3.jpg,bc91f8b114ae,,spotted_dolphin,dolphin,2,0,24,
c6fba0076132e7.jpg,f8a562aa81fe,,blue_whale,whale,3,1,1,
b05c51fbfe3427.jpg,f02b5b86393c,,false_killer_whale,whale,3,1,8,
8454ee8e702176.jpg,bcd0f7639254,,short_finned_pilot_whale,whale,0,1,21,
b12d53ef632cab.jpg,26416a843b61,,blue_whale,whale,1,1,1,
3cca8f1322ab6e.jpg,83d5f5eace10,,fin_whale,whale,2,1,9,
f27e860f00f144.jpg,985e7d6a8052,,beluga_whale,whale,1,1,0,
fd1081f81addb4.jpg,c674609f355e,,cuviers_beaked_whale,whale,2,1,6,
7128c696204075.jpg,425be47a37e6,,spinner_dolphin,dolphin,4,0,23,
da02eb729c9a41.jpg,d15c6ea7adf0,,bottlenose_dolphin,dolphin,4,0,2,
ba6b804fdf2490.jpg,21bb29c7b1fc,,rough_toothed_dolphin,dolphin,3,0,19,
832d29005c1273.jpg,6a3af6e0c55c,,humpback_whale,whale,2,1,12,
a3c59e31797872.jpg,d8aee303e54e,,humpback_whale,whale,2,1,12,
9db8e508c7437f.jpg,cc5098d7548f,,spinner_dolphin,dolphin,3,0,23,
d87556e6f0ed37.jpg,65115a5e60a4,,bottlenose_dolphin,dolphin,1,0,2,
8e7643beed2a7a.jpg,f386dba6fc8e,,short_finned_pilot_whale,whale,2,1,21,
7de9cc56573890.jpg,9e9d7a1c9d4d,,southern_right_whale,whale,2,1,22,
ffd90e2198cec7.jpg,9a7cde6b8289,,blue_whale,whale,0,1,1,
8b78b1ddf0b7dc.jpg,a49ae5521315,,bottlenose_dolphin,dolphin,0,0,2,
67edba071466fd.jpg,bc1eb2241633,,bottlenose_dolphin,dolphin,0,0,2,
788c32fcbbaebd.jpg,ab513ea91a67,,short_finned_pilot_whale,whale,0,1,21,
b9935fc672888c.jpg,599bf01ce321,,bottlenose_dolphin,dolphin,3,0,2,
8fe9d81ff82d9d.jpg,be330f0c495c,,bottlenose_dolphin,dolphin,1,0,2,
726f1e46a2b9fc.jpg,3f995d16e455,,killer_whale,whale,2,1,13,
772d5150cc36be.jpg,abbeba14a290,,common_dolphin,dolphin,1,0,5,
f33147f49406b1.jpg,9a7c83a8ce3d,,killer_whale,whale,4,1,13,
d62d3b25de2222.jpg,e349dbc3530d,,killer_whale,whale,2,1,13,
c048dd2d4d7920.jpg,0c7efa8795f5,,bottlenose_dolphin,dolphin,4,0,2,
6e890839cc8815.jpg,27f53391fdcc,,killer_whale,whale,4,1,13,
f3fc28db6a941f.jpg,c171b020c8c7,,bottlenose_dolphin,dolphin,1,0,2,
9d4c528a14a6cb.jpg,184ca553804f,,beluga_whale,whale,3,1,0,
c38461c949d2b5.jpg,1f92d92ed78a,,humpback_whale,whale,2,1,12,
119d7fbcce6da5.jpg,fc0f7c162cc0,,gray_whale,whale,2,1,11,
b285150c864771.jpg,415968650eda,,humpback_whale,whale,2,1,12,
a83c7f2ea9ed68.jpg,8b6ecdf9dee4,,false_killer_whale,whale,4,1,8,
5b2f2fb8c2b066.jpg,08d7e4605bc5,,dusky_dolphin,dolphin,4,0,7,
d4b3f7f7a100c4.jpg,3114a0fcebe4,,blue_whale,whale,3,1,1,
e66dc9a0de63fa.jpg,f843a18bf32a,,humpback_whale,whale,3,1,12,
8eb9d9bb3ff120.jpg,d3f01329f41d,,dusky_dolphin,dolphin,0,0,7,
8080b4fe03a389.jpg,03eaca1e8a5e,,beluga_whale,whale,4,1,0,
2ee0585e604636.jpg,233c1b34e843,,beluga_whale,whale,2,1,0,
b583e4fb2f7b63.jpg,ca4b056b327a,,spinner_dolphin,dolphin,2,0,23,
9acd185b298fc0.jpg,ba7f1ffd8aab,,dusky_dolphin,dolphin,1,0,7,
c3d82c075be612.jpg,9b9b407da324,,bottlenose_dolphin,dolphin,2,0,2,
62b334c2584e59.jpg,452e1fb9fdd5,,bottlenose_dolphin,dolphin,3,0,2,
ab04210d8db3d6.jpg,97589576e678,,beluga_whale,whale,0,1,0,
c9f2d1767eeb6f.jpg,f22bcf4bb0da,,gray_whale,whale,0,1,11,
bc293c8c3295e4.jpg,c995c043c353,,bottlenose_dolphin,dolphin,2,0,2,
ac59223c72b985.jpg,8d5631d751bc,,beluga_whale,whale,3,1,0,
ea873f0b7ddfd4.jpg,52a2c490b25a,,fin_whale,whale,4,1,9,
f09ce1b450c827.jpg,65cc0b862a30,,short_finned_pilot_whale,whale,1,1,21,
419da1ceadf4f6.jpg,37c7aba965a5,,minke_whale,whale,0,1,16,
34212bd150dacf.jpg,b8d8306b0b7b,,humpback_whale,whale,2,1,12,
2b8769eede5eb5.jpg,de4177f4fd05,,bottlenose_dolphin,dolphin,3,0,2,
11a3ad03d223e4.jpg,b3f11ca2b721,,blue_whale,whale,3,1,1,
61455228667aae.jpg,40ab64831734,,bottlenose_dolphin,dolphin,4,0,2,
cdfa1a63ed125a.jpg,b7040565dfd3,,dusky_dolphin,dolphin,2,0,7,
51db7b2f80d046.jpg,0611c23e6914,,bottlenose_dolphin,dolphin,1,0,2,
a8f901007962b3.jpg,7e4b68531d1d,,blue_whale,whale,4,1,1,
f69b1f35599ecf.jpg,d46efdc12fc2,,beluga_whale,whale,4,1,0,
80b6d4b0751333.jpg,281504409737,,bottlenose_dolphin,dolphin,4,0,2,
67b445e4b2a476.jpg,4b8534134eb8,,bottlenose_dolphin,dolphin,3,0,2,
06896fdafbdbaa.jpg,557406f121e6,,bottlenose_dolphin,dolphin,1,0,2,
e35ee8aa7caa42.jpg,2c5dd029a366,,dusky_dolphin,dolphin,3,0,7,
6d7aa2737233f4.jpg,956562ff2888,,bottlenose_dolphin,dolphin,4,0,2,
3a6bb124030549.jpg,c27db73f0e3b,,bottlenose_dolphin,dolphin,3,0,2,
536bf8d7fbd640.jpg,5a86b92f81c7,,beluga_whale,whale,1,1,0,
2254ca303441e2.jpg,03285c69375b,,blue_whale,whale,2,1,1,
67b8a5bea51aa8.jpg,0a95d57ef19d,,beluga_whale,whale,3,1,0,
f19f7f41a39a02.jpg,8a7e11bac491,,long_finned_pilot_whale,whale,2,1,14,
3035b5d9809316.jpg,8256f4951b3a,,humpback_whale,whale,3,1,12,
b292ee60210efe.jpg,e839ee7d8cf0,,humpback_whale,whale,1,1,12,
d87864f073acea.jpg,bdd6e53061cd,,beluga_whale,whale,0,1,0,
e98f4c60f39105.jpg,0a948f6b1de4,,killer_whale,whale,2,1,13,
0813f387646ad8.jpg,43e9865cc21f,,dusky_dolphin,dolphin,2,0,7,
c6172dfc391b50.jpg,9f3613b5c45b,,bottlenose_dolphin,dolphin,1,0,2,
fb2b7df090fb1e.jpg,e093336313aa,,blue_whale,whale,4,1,1,
bf0834a26230b6.jpg,0b4f33bf1fe6,,false_killer_whale,whale,0,1,8,
69882a4de7c47f.jpg,62e64855a045,,blue_whale,whale,1,1,1,
28b8731bd79fde.jpg,4ddb2eeb5efb,,bottlenose_dolphin,dolphin,3,0,2,
bc60f64a0f2acf.jpg,b55935e8f833,,beluga_whale,whale,4,1,0,
012c710965bd74.jpg,932a85030add,,bottlenose_dolphin,dolphin,4,0,2,
e112cfbefa3758.jpg,a0fd9e43cc61,,blue_whale,whale,2,1,1,
cac8299651b70d.jpg,3954e3f0b5b1,,beluga_whale,whale,1,1,0,
102ae756fdf82a.jpg,9ab8c57f10bc,,false_killer_whale,whale,2,1,8,
495b4472ccb403.jpg,a97b77cd49d7,,beluga_whale,whale,1,1,0,
b4ea155f59cbe4.jpg,11bda8034df5,,melon_headed_whale,whale,2,1,15,
fb8b79c65c33e0.jpg,819261824ba4,,brydes_whale,whale,0,1,3,
7541ec21604923.jpg,463280e75202,,beluga_whale,whale,4,1,0,
96eab6a03ea6c8.jpg,ee0ca4cf0faf,,false_killer_whale,whale,0,1,8,
1839053ebfdaee.jpg,843297d1983b,,spinner_dolphin,dolphin,1,0,23,
16427ce4a1d636.jpg,e82ec2bd8a2c,,humpback_whale,whale,3,1,12,
f3aea8c0d16e4f.jpg,180c0ab04dcd,,fin_whale,whale,4,1,9,
e9162016257e66.jpg,1d8845835417,,dusky_dolphin,dolphin,3,0,7,
07cb0c22ba4188.jpg,8690c5185efc,,killer_whale,whale,0,1,13,
9a7aeab41c0f4a.jpg,aeae6f5bf5cd,,beluga_whale,whale,3,1,0,
a64ea41721a972.jpg,06873076814f,,bottlenose_dolphin,dolphin,1,0,2,
6375f626f9fbb8.jpg,02ac4e3ca497,,false_killer_whale,whale,4,1,8,
1a0e9876333b2b.jpg,b9907151f66e,,bottlenose_dolphin,dolphin,1,0,2,
d198e5d014fd51.jpg,b3caf1dd70b4,,dusky_dolphin,dolphin,0,0,7,
3b8db4433d7329.jpg,29623de1f9a5,,beluga_whale,whale,3,1,0,
01a9fa70e24958.jpg,f0ed67377986,,dusky_dolphin,dolphin,0,0,7,
90befe2aaa5968.jpg,48936da899c3,,bottlenose_dolphin,dolphin,3,0,2,
1abea3575010c5.jpg,c27db73f0e3b,,bottlenose_dolphin,dolphin,0,0,2,
9f14524b515d86.jpg,4cac1240c7d8,,melon_headed_whale,whale,1,1,15,
0b9da42739c7cc.jpg,e69d5f9f8d1e,,bottlenose_dolphin,dolphin,3,0,2,
03551d87dab4b9.jpg,e69d5f9f8d1e,,bottlenose_dolphin,dolphin,3,0,2,
5a74c661e320a6.jpg,c47159d4f91b,,pantropic_spotted_dolphin,dolphin,0,0,17,
f5c97091573864.jpg,86923a3d3923,,humpback_whale,whale,3,1,12,
e1d067a0ae48b9.jpg,4b234d0d53c1,,bottlenose_dolphin,dolphin,4,0,2,
59e3af832f4d06.jpg,b01806049288,,humpback_whale,whale,2,1,12,
9ea9cf0682895a.jpg,3954e3f0b5b1,,beluga_whale,whale,0,1,0,
15863337ee2935.jpg,6d5f2841adf8,,dusky_dolphin,dolphin,2,0,7,
73ffbcf2c64227.jpg,2438333e542e,,bottlenose_dolphin,dolphin,4,0,2,
ed4644b02c0445.jpg,c27db73f0e3b,,bottlenose_dolphin,dolphin,1,0,2,
8cf51a7e8d01b7.jpg,37c7aba965a5,,minke_whale,whale,2,1,16,
3429851e31d2a6.jpg,8323ede696f3,,dusky_dolphin,dolphin,2,0,7,
b8d8c1d84c41d3.jpg,62508bdb7018,,beluga_whale,whale,2,1,0,
503b03a83d9177.jpg,403dfea4e4bb,,beluga_whale,whale,4,1,0,
4dd9088b7c55ed.jpg,b943ca27b28c,,humpback_whale,whale,2,1,12,
52246881570c7b.jpg,67613af56c06,,humpback_whale,whale,1,1,12,
a87321a438218d.jpg,ea7623dddcf0,,humpback_whale,whale,2,1,12,
c4ba00ba6f7ae1.jpg,12d8df4724ab,,melon_headed_whale,whale,3,1,15,
d7de19655cdb86.jpg,2ebff8055c08,,blue_whale,whale,3,1,1,
5673863908433b.jpg,bfc5ea934d6d,,beluga_whale,whale,0,1,0,
aeeab7c584cabc.jpg,6269171f5f27,,blue_whale,whale,3,1,1,
c3a5ddaf338d03.jpg,695bb814ce56,,bottlenose_dolphin,dolphin,0,0,2,
78172e42a80b62.jpg,76e8d0d6d223,,melon_headed_whale,whale,2,1,15,
7dd7236ff7a859.jpg,0c9a8ef7e2ba,,minke_whale,whale,0,1,16,
ecef0af8cd8620.jpg,a9751b1397cc,,melon_headed_whale,whale,3,1,15,
286957636800a2.jpg,7cf0aedcd9a0,,humpback_whale,whale,2,1,12,
eb3d6bb6d314b3.jpg,c89ede4c5b02,,melon_headed_whale,whale,0,1,15,
e1ef0ec8c27e65.jpg,a59972315f7d,,bottlenose_dolphin,dolphin,3,0,2,
2dfde2edcc298e.jpg,8a893a1a3c6a,,blue_whale,whale,1,1,1,
c473e1ead7025f.jpg,ea6eccb47a48,,false_killer_whale,whale,4,1,8,
f6ebcc68b9e066.jpg,91c98e31d491,,melon_headed_whale,whale,3,1,15,
e60929c1ebe054.jpg,06ef73efe924,,beluga_whale,whale,3,1,0,
d7a07865909cb8.jpg,d7100e1ae64e,,dusky_dolphin,dolphin,1,0,7,
2c4340102bae47.jpg,7362d7a01d00,,humpback_whale,whale,1,1,12,
2ed9edbed4022d.jpg,32eeef0dc892,,humpback_whale,whale,2,1,12,
9b549bd4e3480f.jpg,1afc82b009ea,,bottlenose_dolphin,dolphin,3,0,2,
419865cae04491.jpg,63b0def45e67,,blue_whale,whale,4,1,1,
d00fbeaae17923.jpg,8b712d2a5313,,bottlenose_dolphin,dolphin,0,0,2,
84a4f67db46a66.jpg,8f76b84bec12,,minke_whale,whale,0,1,16,
f9a3bcf3e8df2e.jpg,514481576456,,blue_whale,whale,3,1,1,
54d9e6c63c5781.jpg,86c20ead4674,,fin_whale,whale,1,1,9,
afdf7873d955ca.jpg,55d0bd10d6ae,,humpback_whale,whale,4,1,12,
d3d635817f7e3b.jpg,8b5c8b5ec066,,humpback_whale,whale,2,1,12,
92b937fbee8057.jpg,e73bb6e388ff,,short_finned_pilot_whale,whale,2,1,21,
ff225646e4f91d.jpg,65a905d28053,,blue_whale,whale,4,1,1,
0b8ba277ed5112.jpg,868825aed39e,,blue_whale,whale,2,1,1,
cdd9b4d29a6286.jpg,67e7b7b94eae,,humpback_whale,whale,3,1,12,
1a3c3f5ec7c56b.jpg,51081e431bca,,beluga_whale,whale,2,1,0,
7b93945cad8e43.jpg,1a20c92ffe68,,humpback_whale,whale,4,1,12,
dc08f145be51e1.jpg,e5c50e5f2e52,,false_killer_whale,whale,3,1,8,
394cf6eaf0abc5.jpg,2325b37a23f5,,fin_whale,whale,0,1,9,
032f37a79619ed.jpg,7014c66bdec7,,blue_whale,whale,1,1,1,
598c751a6988f5.jpg,e440fac09dd5,,melon_headed_whale,whale,2,1,15,
b46fcb93da39c3.jpg,ef0ddd083fbe,,killer_whale,whale,2,1,13,
9626129a3df901.jpg,6f021f47ab3a,,fin_whale,whale,3,1,9,
336194c1b7a2fc.jpg,90d51ec83be4,,dusky_dolphin,dolphin,3,0,7,
6d739a1be11118.jpg,0e4660baf3f1,,bottlenose_dolphin,dolphin,0,0,2,
2b44712a16d3a6.jpg,556d610a3896,,spinner_dolphin,dolphin,2,0,23,
f3f9ca35840e07.jpg,d31f71ccc35c,,melon_headed_whale,whale,4,1,15,
67a4101dc3d6cf.jpg,aeae6f5bf5cd,,beluga_whale,whale,1,1,0,
85139a7b669757.jpg,948c70acf0f4,,blue_whale,whale,4,1,1,
cd1ed6c953962f.jpg,114207cab555,,minke_whale,whale,4,1,16,
0982e9fb40bb56.jpg,c2705f9e75c8,,bottlenose_dolphin,dolphin,3,0,2,
7b8c12b0ddb0c9.jpg,59f8ea3ec2f3,,white_sided_dolphin,dolphin,0,0,25,
6f4b027c024532.jpg,8428ebd33c9c,,blue_whale,whale,0,1,1,
8390a05da278f5.jpg,664a43db2fd4,,humpback_whale,whale,3,1,12,
3337848995080e.jpg,f1bdb28d8a75,,blue_whale,whale,2,1,1,
dd12c992399d44.jpg,fc0f7c162cc0,,gray_whale,whale,4,1,11,
ba34e802426d99.jpg,589943b7cc27,,beluga_whale,whale,0,1,0,
76c197e5450f60.jpg,1654dada193b,,humpback_whale,whale,2,1,12,
e456efbe3edce5.jpg,4b8534134eb8,,bottlenose_dolphin,dolphin,1,0,2,
4fd6320fb8e27a.jpg,e74eff3704f7,,blue_whale,whale,4,1,1,
9f0b7f6b802f64.jpg,a9304d7efbb3,,fin_whale,whale,4,1,9,
b41800c46d3fc6.jpg,7e58b168af4a,,blue_whale,whale,2,1,1,
df9f78431d8050.jpg,e83f15bceb30,,blue_whale,whale,3,1,1,
966443990d9875.jpg,d4ced0f5ccbd,,spinner_dolphin,dolphin,1,0,23,
a61a303f076dfd.jpg,4d05b4368780,,cuviers_beaked_whale,whale,0,1,6,
5cf638165ae4d1.jpg,4ffd5717e139,,bottlenose_dolphin,dolphin,1,0,2,
3babf4d6503dfa.jpg,b557e2ff3f17,,beluga_whale,whale,1,1,0,
8a2c1fad861650.jpg,37c7aba965a5,,minke_whale,whale,1,1,16,
73f73d1e7c7a98.jpg,8bc942512479,,bottlenose_dolphin,dolphin,0,0,2,
811c45435a5c28.jpg,f8ff2981d5a2,,humpback_whale,whale,1,1,12,
51eca0f0b5563d.jpg,4a67e64bd3b7,,minke_whale,whale,2,1,16,
2ba5aa25e15a1a.jpg,39c50bb4cb13,,humpback_whale,whale,2,1,12,
aab582e9b773b5.jpg,8d5631d751bc,,beluga_whale,whale,1,1,0,
df66b4b2f58932.jpg,da7da122ad6c,,blue_whale,whale,1,1,1,
e5e2110c2073cb.jpg,baccd16430a3,,spinner_dolphin,dolphin,2,0,23,
ba8f8dc9a472a2.jpg,2960f6ddfba7,,common_dolphin,dolphin,2,0,5,
5ea3522360dcb7.jpg,9b97e5d240c9,,bottlenose_dolphin,dolphin,1,0,2,
f4f650c9a04972.jpg,208b91b1ca2b,,bottlenose_dolphin,dolphin,3,0,2,
844374466232a4.jpg,9ef7e5421462,,blue_whale,whale,4,1,1,
4288eff858291b.jpg,7816f5eafce4,,false_killer_whale,whale,3,1,8,
a0cbc71f20c6ab.jpg,077a5cc373ed,,humpback_whale,whale,1,1,12,
0cd988a2ec2856.jpg,61f9e4cd30eb,,common_dolphin,dolphin,0,0,5,
c89d62044c6d45.jpg,8b712d2a5313,,bottlenose_dolphin,dolphin,4,0,2,
9ce533b230d09b.jpg,4cd1153f505b,,blue_whale,whale,0,1,1,
b57de0461ba114.jpg,02ac4e3ca497,,false_killer_whale,whale,2,1,8,
d37695659ad92f.jpg,5b19c89c6bc0,,humpback_whale,whale,0,1,12,
6ffd96039bcd28.jpg,e63450af6eaf,,fin_whale,whale,4,1,9,
83741c93fa2f5a.jpg,4796edfcefec,,beluga_whale,whale,2,1,0,
7093f235a5acac.jpg,9c7c596071dc,,fin_whale,whale,0,1,9,
e7c36c00dd51af.jpg,2e0b381d3467,,minke_whale,whale,4,1,16,
42e060e7ba2951.jpg,d19d1ae96a36,,humpback_whale,whale,0,1,12,
d1a7fb71c1526e.jpg,e5451ae6da0a,,beluga_whale,whale,4,1,0,
1e7f7e382c6a8e.jpg,539d63cc2f98,,dusky_dolphin,dolphin,3,0,7,
9dd0455289f35f.jpg,691128a50a57,,blue_whale,whale,0,1,1,
f4d1726f12b94e.jpg,1b4fa98f8e3e,,bottlenose_dolphin,dolphin,4,0,2,
0cec503230cdf1.jpg,86c20ead4674,,fin_whale,whale,4,1,9,
aa08a09125754a.jpg,51081e431bca,,beluga_whale,whale,2,1,0,
6b7837c91e59e4.jpg,6ea7b74e1c3d,,bottlenose_dolphin,dolphin,2,0,2,
f10899f06cc064.jpg,b54c1f8df53f,,bottlenose_dolphin,dolphin,2,0,2,
56cd3e6855dc91.jpg,8ce43a4fff37,,beluga_whale,whale,2,1,0,
848bc69b83fc2c.jpg,b90d49ab0905,,false_killer_whale,whale,3,1,8,
b6674a45e5729a.jpg,f46973e895f7,,beluga_whale,whale,2,1,0,
d4d17e5a883dbc.jpg,d5537869e3e9,,bottlenose_dolphin,dolphin,0,0,2,
0a0666e9756f06.jpg,39584112d0b9,,dusky_dolphin,dolphin,0,0,7,
92128c70efc8b8.jpg,1beb96455184,,humpback_whale,whale,0,1,12,
360f294366b6e6.jpg,208b91b1ca2b,,bottlenose_dolphin,dolphin,3,0,2,
559585ccb9c015.jpg,afe8b7c1b1c6,,spinner_dolphin,dolphin,2,0,23,
69036ccb0e5b8f.jpg,8497e07df745,,humpback_whale,whale,0,1,12,
b222080a43f3c1.jpg,290f46e5130c,,humpback_whale,whale,3,1,12,
1d2410128bc270.jpg,4b228615a4b1,,bottlenose_dolphin,dolphin,0,0,2,
79fe567134d8ba.jpg,5f0d96de5400,,cuviers_beaked_whale,whale,1,1,6,
436dff1b5c22e3.jpg,3f6a23df4dd3,,dusky_dolphin,dolphin,0,0,7,
d466f8250e926d.jpg,f46973e895f7,,beluga_whale,whale,1,1,0,
aa32a8f9bd0044.jpg,ec6ad2f7ddf3,,dusky_dolphin,dolphin,0,0,7,
2471c105730b49.jpg,13a05168baa2,,killer_whale,whale,4,1,13,
1df3fce4ac59b2.jpg,3ab2d1d8fa73,,dusky_dolphin,dolphin,3,0,7,
9b46568e9aeaa9.jpg,027ac44f5b33,,humpback_whale,whale,0,1,12,
ca03cbfc4c6d79.jpg,6698c33a21e4,,blue_whale,whale,1,1,1,
1c2d81c0d1b762.jpg,d0fe60b73b11,,false_killer_whale,whale,0,1,8,
cb7a2f1f173f58.jpg,71f252c73558,,beluga_whale,whale,3,1,0,
1b68ee313f1d17.jpg,b54c1f8df53f,,bottlenose_dolphin,dolphin,1,0,2,
f5201f7b29e6bf.jpg,d771fa02d4f3,,bottlenose_dolphin,dolphin,2,0,2,
bff8b600bde217.jpg,78a3c99a3fb3,,humpback_whale,whale,4,1,12,
0b69174e8b251e.jpg,7c05eb143482,,fin_whale,whale,2,1,9,
17b934f42b0c57.jpg,02cf681113ce,,bottlenose_dolphin,dolphin,3,0,2,
d1b8bca47ea08a.jpg,b57c195c1b9a,,blue_whale,whale,2,1,1,
01feb3f7735bfe.jpg,5af0b277030e,,dusky_dolphin,dolphin,4,0,7,
f624407ea08aaa.jpg,54a68230389e,,humpback_whale,whale,0,1,12,
016e9030a195e6.jpg,a977dca03f23,,melon_headed_whale,whale,2,1,15,
039d7fdfcb0c70.jpg,5c7bdafcb963,,dusky_dolphin,dolphin,1,0,7,
f69612789bd94d.jpg,f195c38bcf17,,bottlenose_dolphin,dolphin,2,0,2,
6c4bda136f138c.jpg,281504409737,,bottlenose_dolphin,dolphin,2,0,2,
2c3ac09de21c1d.jpg,e7ed15ea1b61,,humpback_whale,whale,0,1,12,
5692a0b354b8dc.jpg,b701a645a567,,humpback_whale,whale,1,1,12,
5b257a3571f617.jpg,cd5eb5eed572,,blue_whale,whale,1,1,1,
c78ffa30658165.jpg,9fd8bdb2557d,,humpback_whale,whale,4,1,12,
583537969c3d3c.jpg,cf86b924c30e,,blue_whale,whale,3,1,1,
c0697ae7432611.jpg,d0cf700a6dbf,,dusky_dolphin,dolphin,1,0,7,
5e334d096b864e.jpg,956562ff2888,,bottlenose_dolphin,dolphin,3,0,2,
feb3392c8ee510.jpg,37c7aba965a5,,minke_whale,whale,0,1,16,
